stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code,stop_code,stop_desc,zone_id,stop_url,stop_timezone,wheelchair_boarding
5151BO0003X1,Mato Alto,-22.99407,-43.59653,0,,,,,,,,
5151BO0003X2,Mato Alto,-22.99398,-43.59646,0,,,,,,,,
5151BO0005U1,CTEx,-23.00527,-43.55841,0,,,,,,,,
5151BO0005U2,CTEx,-23.00518,-43.55837,0,,,,,,,,
5151BO0006U1,Ilha de Guaratiba,-23.00952,-43.53988,0,,,,,,,,
5151BO0006U2,Ilha de Guaratiba,-23.0094,-43.53986,0,,,,,,,,
5151O00154C9,"Av. Dom João VI, s/n - Em frente BRT Mato Alto, sentido Santa Cruz.",-22.9939967805702,-43.5962318167045,0,,,,,,,,
5151O00162C0,"Estrada da Pedra, próximo ao número 4541.",-22.9610834586729,-43.649078832016,0,,,,,,,,
5151O00163C0,"Estrada da Pedra, próximo ao número 3885.",-22.9620883899584,-43.648407267369,0,,,,,,,,
5151O00164C0,"Estrada da Pedra, próximo ao número 3301.",-22.9545882844488,-43.6493632377541,0,,,,,,,,
5151O00172C0,"Estrada da Pedra, 3058",-22.9548463526477,-43.6496112375077,0,,,,,,,,
5151O00173C0,"Estrada da Pedra, 3650",-22.9583770451223,-43.6501111300834,0,,,,,,,,
5151O00174C0,"Estrada da Pedra, 4602.",-22.96153,-43.64907,0,,,,,,,,
5151O00177C0,Ponto Final: Linhas Alimentadoras :: BRT Magarça,-22.96844,-43.62212,0,,,,,,,,
5151O00250C0,Ponto Final: Pingo d'Água :: Linhas Alimentadoras,-22.96499,-43.64761,0,,,,,,,,
5151O00252C9,"Estrada da Pedra, próximo ao número 3703.",-22.9584474304657,-43.6499112219748,0,,,,,,,,
