longitude,latitude,vei_nro_gestor,direcao,velocidade,inicio_viagem,linha,nomeLinha,nomeItinerario,comunicacao
-43.313968,-23.006643,13410,7,0,2022-08-04 05:13:07,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:44
-43.313785,-23.00647,47018,5,0,2022-08-04 09:45:06,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:07
-43.40551,-22.976742,30508,0,0,2022-08-04 09:13:51,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 09:47:48
-43.683457,-22.91795,86878,7,0,2022-08-04 09:30:14,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:54
-43.365068,-23.000658,30511,2,0,2022-08-04 05:42:36,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:47:44
-43.480827,-23.017928,86814,5,31,2022-08-04 09:28:06,12,PINGO DAGUA X ALVORADA (EXPRESSO),Iti Default,2022-08-04 09:47:51
-43.365758,-22.994263,47030,0,9,2022-08-04 08:58:02,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:56
-43.440533,-23.008673,90007,7,0,2022-08-04 09:39:53,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:47:49
-43.400382,-22.884393,30525,5,13,2022-08-04 09:48:10,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI IDA - 35B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:10
-43.647158,-22.965097,47006,5,0,2022-08-04 09:47:48,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:47:59
-43.410732,-23.000072,12717,1,56,2022-08-04 08:28:10,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:47
-43.373483,-22.928457,30521,7,35,2022-08-04 09:13:38,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:48:09
-43.484273,-23.01899,86879,1,31,2022-08-04 08:42:05,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI IDA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:48:11
-43.347002,-23.000027,13403,6,0,2022-08-04 09:15:35,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:47:47
-43.504025,-23.019908,50302,6,41,2022-08-04 06:35:55,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:54
-43.389348,-22.959922,27173,7,0,2022-08-04 07:52:23,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:47:49
-43.397367,-22.966915,47020,5,0,2022-08-04 06:57:58,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI IDA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 09:47:37
-43.36573,-23.000962,90001,7,0,2022-08-04 05:58:56,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:56
-43.462833,-23.013512,86859,1,47,2022-08-04 09:07:23,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:48:10
-43.424273,-23.003108,86870,1,31,2022-08-04 09:19:18,13,MATO ALTO X ALVORADA (EXPRESSO),ITI IDA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 09:48:09
-43.372203,-22.938073,13427,0,41,2022-08-04 08:55:52,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:48:05
-43.365185,-23.000942,47028,4,0,2022-08-04 08:45:24,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:48:05
-43.336187,-22.87796,12726,6,0,2022-08-04 04:54:30,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:55
-43.400307,-22.970458,47002,0,27,2022-08-04 09:13:41,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:53
-43.403247,-22.877538,47021,6,60,2022-08-04 08:33:51,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:48:02
-43.336565,-22.877597,13401,7,0,2022-08-04 06:10:57,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:48:07
-43.328172,-23.001583,30506,7,0,2022-08-04 05:23:23,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:47:46
-43.396568,-22.966357,47011,4,20,2022-08-04 09:35:28,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:47:50
-43.362945,-23.000143,30537,1,41,2022-08-04 09:45:04,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:48:05
-43.596958,-22.993332,13409,2,0,2022-08-04 09:44:59,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:53
-43.32932,-22.858262,12725,0,49,2022-08-04 08:40:25,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:47:58
-43.439348,-23.007605,13408,1,28,2022-08-04 07:50:51,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:56
-43.39038,-22.961767,44705,7,43,2022-08-04 09:24:43,40A,ALVORADA X MADUREIRA (EXPRESSO),Iti Default,2022-08-04 09:48:00
-43.68438,-22.917467,86874,3,0,2022-08-04 09:44:42,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:42
-43.597302,-22.993153,50309,3,0,2022-08-04 09:25:19,13,MATO ALTO X ALVORADA (EXPRESSO),ITI IDA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 09:47:49
-43.399565,-22.89514,13407,3,40,2022-08-04 08:55:20,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 09:47:51
-43.364218,-22.975208,13414,4,33,2022-08-04 09:12:49,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:51
-43.279427,-22.841577,12731,7,0,2022-08-04 09:39:48,46,PENHA X ALVORADA (EXPRESSO),ITI IDA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:48:05
-43.422382,-22.993545,47022,4,56,2022-08-04 08:46:13,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:47:58
-43.335933,-22.871307,12715,7,0,2022-08-04 08:48:38,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:47:59
-43.373353,-22.929363,12713,0,0,2022-08-04 09:13:02,46,PENHA X ALVORADA (EXPRESSO),Iti Default,2022-08-04 09:47:45
-43.23939,-22.83995,12712,3,0,2022-08-04 09:46:26,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:47:50
-43.335173,-22.868928,12706,4,42,2022-08-04 08:12:22,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:47:51
-43.342043,-22.882667,13421,4,23,2022-08-04 08:22:27,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:11
-43.53404,-23.010953,47001,6,44,2022-08-04 09:09:56,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:48:09
-43.353315,-22.89903,27204,4,45,2022-08-04 09:20:56,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:46:04
-43.544552,-23.007812,12730,2,59,2022-08-04 09:35:35,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:42
-43.542337,-23.008157,13405,2,43,2022-08-04 09:36:39,13,MATO ALTO X ALVORADA (EXPRESSO),ITI IDA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 09:48:05
-43.312642,-23.006672,90006,5,15,2022-08-04 09:22:15,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:56
-43.366498,-23.00101,47023,6,0,2022-08-04 09:42:18,13,MATO ALTO X ALVORADA (EXPRESSO),ITI VOLTA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 09:47:50
-43.399975,-23.00015,86875,5,35,2022-08-04 09:40:04,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:48:11
-43.34958,-22.894618,12734,0,54,2022-08-04 05:48:30,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:47:50
-43.361752,-22.915928,30531,3,24,2022-08-04 09:03:44,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:58
-43.313183,-23.006722,86809,3,0,2022-08-04 09:21:58,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:47
-43.365357,-23.001,12702,7,0,2022-08-04 09:21:34,46,PENHA X ALVORADA (EXPRESSO),ITI IDA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:47:44
-43.408073,-22.978932,30520,4,43,2022-08-04 09:19:45,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:47:47
-43.365848,-22.983548,47008,0,13,2022-08-04 06:41:15,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI IDA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:47:48
-43.390635,-22.960287,13402,5,36,2022-08-04 09:18:44,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:48:07
-43.487325,-23.019908,12739,2,0,2022-08-04 08:52:19,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:48:12
-43.59828,-22.992653,47029,2,34,2022-08-04 09:43:05,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:52
-43.324608,-23.003145,47032,2,0,2022-08-04 08:49:31,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI IDA - 35B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:01
-43.312365,-23.006293,13413,6,0,2022-08-04 09:25:44,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI IDA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 09:47:52
-43.365355,-23.000688,13425,5,0,2022-08-04 06:15:41,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI VOLTA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:47:50
-43.47172,-23.015668,86840,4,0,2022-08-04 09:19:47,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:59
-43.349457,-22.894537,30524,0,54,2022-08-04 06:44:57,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:55
-43.515562,-23.0165,47010,2,22,2022-08-04 06:40:29,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:45
-43.37168,-22.936462,13427,0,0,2022-08-04 08:55:52,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:48:29
-43.365315,-23.000663,13425,5,0,2022-08-04 06:15:41,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI VOLTA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:48:21
-43.64633,-22.96561,47006,2,17,2022-08-04 09:47:48,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:48:29
-43.458757,-23.012467,86859,1,33,2022-08-04 09:07:23,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:48:41
-43.248783,-22.851483,12703,4,39,2022-08-04 09:21:15,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:48:18
-43.400983,-22.86222,13424,2,0,2022-08-04 09:44:18,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:48:17
-43.277058,-22.841442999999998,12701,4,0,2022-08-04 05:21:17,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:48:17
-43.597302,-22.993153,50309,3,0,2022-08-04 09:25:19,13,MATO ALTO X ALVORADA (EXPRESSO),ITI IDA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 09:48:19
-43.40551,-22.976742,30508,0,0,2022-08-04 09:13:51,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 09:48:19
-43.405912,-23.000083,12717,2,55,2022-08-04 08:28:10,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:48:17
-43.509822,-23.017973,86861,2,29,2022-08-04 07:53:04,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:48:16
-43.365205,-23.000872,47028,4,0,2022-08-04 08:45:24,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:48:36
-43.365992,-22.983707,47008,3,10,2022-08-04 06:41:15,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI IDA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:48:19
-43.34811,-23.000013,13403,6,42,2022-08-04 09:15:35,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:48:17
-43.48317,-23.018543,86814,5,39,2022-08-04 09:28:06,12,PINGO DAGUA X ALVORADA (EXPRESSO),Iti Default,2022-08-04 09:48:21
-43.365578,-23.00094,90001,1,0,2022-08-04 05:58:56,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:48:26
-43.312642,-23.006672,90006,5,15,2022-08-04 09:22:15,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:27
-43.295172,-22.838775,27205,5,12,2022-08-04 05:06:27,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:48:12
-43.44786,-23.009487,27212,5,0,2022-08-04 09:21:44,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:48:41
-43.684412,-22.917732,30529,7,0,2022-08-04 09:21:15,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:48:16
-43.409863,-22.981105,30520,4,30,2022-08-04 09:19:45,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:48:17
-43.59687,-22.99365,47029,1,8,2022-08-04 09:43:05,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:48:23
-43.362928,-22.917148,30531,5,44,2022-08-04 09:03:44,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:11
-43.367182,-23.000643,30504,6,0,2022-08-04 09:19:12,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:48:41
-43.373757,-22.925583,30521,7,34,2022-08-04 09:13:38,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:48:39
-43.313463,-23.006768,30542,2,0,2022-08-04 09:47:34,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI VOLTA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 09:48:13
-43.547122,-23.007888,12729,2,61,2022-08-04 09:08:23,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:48:14
-43.365595,-22.982778,12711,0,42,2022-08-04 09:41:25,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 09:48:16
-43.237633,-22.818355,12716,6,60,2022-08-04 09:01:41,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:48:24
-43.315972,-23.006317,30514,6,34,2022-08-04 09:45:54,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI VOLTA -  22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:48:35
-43.48208,-23.018375,86879,1,30,2022-08-04 08:42:05,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI IDA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:48:41
-43.399668,-22.969920000000002,47002,0,24,2022-08-04 09:13:41,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:23
-43.374123,-22.924348,47017,4,5,2022-08-04 08:14:11,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI VOLTA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:48:30
-43.399777,-22.884427,13428,2,0,2022-08-04 08:16:44,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:37
-43.40027,-23.000018,12709,1,56,2022-08-04 08:33:21,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI IDA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:48:28
-43.44046,-23.008712,90007,6,5,2022-08-04 09:39:53,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:48:20
-43.236135,-22.819447,13404,2,57,2022-08-04 08:49:50,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:48:24
-43.336022,-22.871498,12715,0,0,2022-08-04 08:48:38,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:48:30
-43.323677,-23.003573,47032,2,10,2022-08-04 08:49:31,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI IDA - 35B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:32
-43.313757,-23.006437,47018,5,0,2022-08-04 09:45:06,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:38
-43.335758,-22.870273,12706,4,28,2022-08-04 08:12:22,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:48:22
-43.338267,-22.879135,30536,2,0,2022-08-04 08:59:40,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI VOLTA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:48:16
-43.39044,-22.966928,12728,3,10,2022-08-04 08:44:00,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:36
-43.484305,-23.018982,86853,1,33,2022-08-04 09:08:55,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI IDA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:48:08
-43.391865,-22.960678,13402,5,0,2022-08-04 09:18:44,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:48:37
-43.27996,-22.841328,12731,6,19,2022-08-04 09:39:48,46,PENHA X ALVORADA (EXPRESSO),ITI IDA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:48:35
-43.239425,-22.83986,12712,3,0,2022-08-04 09:46:26,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:48:21
-43.403765,-22.99993,86875,6,55,2022-08-04 09:40:04,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:48:42
-43.328702,-23.001383,30506,6,16,2022-08-04 05:23:23,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:48:17
-43.40084,-22.884628,30525,5,24,2022-08-04 09:48:10,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI IDA - 35B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:20
-43.368057,-23.000738,47009,2,7,2022-08-04 06:11:09,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:22
-43.312372,-23.006207,13413,6,0,2022-08-04 09:25:44,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI IDA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 09:48:23
-43.329163,-22.857058,12725,0,0,2022-08-04 08:40:25,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:48:28
-43.360842,-22.91475,27204,4,14,2022-08-04 09:20:56,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:48:38
-43.365143,-23.00072,86842,0,0,2022-08-04 06:36:42,19,PINGO DAGUA X SALVADOR ALLENDE (EXPRESSO),ITI IDA - 19 PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO),2022-08-04 09:48:15
-43.31264,-23.006882,86836,5,0,2022-08-04 08:49:52,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:34
-43.539813,-23.00961,13405,2,19,2022-08-04 09:36:39,13,MATO ALTO X ALVORADA (EXPRESSO),ITI IDA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 09:48:19
-43.390105,-22.961008,44705,0,0,2022-08-04 09:24:43,40A,ALVORADA X MADUREIRA (EXPRESSO),Iti Default,2022-08-04 09:48:30
-43.448885,-23.009722,30519,5,0,2022-08-04 07:22:15,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:48:16
-43.391337,-22.954013,30533,4,38,2022-08-04 06:06:14,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:48:23
-43.313968,-23.006643,13410,0,0,2022-08-04 05:13:07,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:14
-43.373795,-22.925737,30532,7,46,2022-08-04 09:20:49,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI IDA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:48:25
-43.508052,-23.018637,50302,6,50,2022-08-04 06:35:55,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:48:25
-43.34074,-23.000417,13422,1,24,2022-08-04 09:38:24,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:48:15
